"Date","Price","Open","High","Low","Vol.","Change %"
"06/06/2024","46.55","31.57","47.50","31.28","206.69M","47.45%"
"06/05/2024","31.57","26.30","31.84","26.11","73.16M","19.13%"
"06/04/2024","26.50","26.26","28.01","25.20","51.66M","-5.36%"
"06/03/2024","28.00","40.19","40.50","26.40","165.81M","21.00%"
"05/31/2024","23.14","22.58","23.72","21.68","22.17M","2.34%"
"05/30/2024","22.61","21.02","22.70","20.10","24.51M","6.45%"
"05/29/2024","21.24","22.00","22.98","21.05","26.92M","-10.68%"
"05/28/2024","23.78","23.10","26.66","21.15","105.08M","25.16%"
"05/24/2024","19.00","18.42","19.68","17.70","43.02M","3.71%"
"05/23/2024","18.32","21.40","21.40","18.26","30.56M","-13.26%"
"05/22/2024","21.12","21.56","22.25","20.76","43.52M","-4.52%"
"05/21/2024","22.12","22.24","22.85","20.04","49.25M","-4.41%"
"05/20/2024","23.14","21.54","23.40","18.94","55.26M","4.19%"
"05/17/2024","22.21","21.86","22.41","19.70","96.08M","-19.73%"
"05/16/2024","27.67","33.98","35.24","27.59","76.18M","-30.04%"
"05/15/2024","39.55","40.31","42.35","31.00","131.79M","-18.87%"
"05/14/2024","48.75","64.83","64.83","36.00","206.98M","60.10%"
"05/13/2024","30.45","26.34","38.20","24.77","187.24M","74.40%"
"05/10/2024","17.46","17.93","20.20","16.88","36.83M","-3.05%"
"05/09/2024","18.01","15.90","18.51","15.35","25.76M","13.13%"
"05/08/2024","15.92","16.05","17.24","15.33","24.78M","-2.39%"
"05/07/2024","16.31","15.85","17.29","14.93","24.31M","0.00%"
"05/06/2024","16.31","14.99","17.40","13.62","48.02M","-0.97%"
"05/03/2024","16.47","12.42","17.45","12.31","36.29M","29.08%"
"05/02/2024","12.76","11.11","12.88","10.96","8.65M","16.96%"
"05/01/2024","10.91","11.03","11.32","10.70","2.66M","-1.62%"
"04/30/2024","11.09","11.18","11.30","10.91","2.87M","-1.77%"
"04/29/2024","11.29","11.84","11.96","11.18","3.84M","-5.13%"
"04/26/2024","11.90","11.18","12.19","11.00","7.69M","6.16%"
